topic, metric, value, alpha, gamma, eta, inference, dataset
37,pmi,122.284,1e-05,1e-05,0.000114,sa,denews-25-set1
37,coh,-308.484,1e-05,1e-05,0.000114,sa,denews-25-set1
37,itd,9.94595,1e-05,1e-05,0.000114,sa,denews-25-set1
38,pmi,248.518,1e-05,1e-05,0.000114,sa,denews-25-set1
38,coh,-297.771,1e-05,1e-05,0.000114,sa,denews-25-set1
38,itd,9.97297,1e-05,1e-05,0.000114,sa,denews-25-set1
39,pmi,48.135,1e-05,1e-05,0.000114,sa,denews-25-set1
39,coh,-373.551,1e-05,1e-05,0.000114,sa,denews-25-set1
39,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
40,pmi,141.568,1e-05,1e-05,0.000114,sa,denews-25-set1
40,coh,-166.561,1e-05,1e-05,0.000114,sa,denews-25-set1
40,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
41,pmi,112.04,1e-05,1e-05,0.000114,sa,denews-25-set1
41,coh,-343.796,1e-05,1e-05,0.000114,sa,denews-25-set1
41,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
42,pmi,148.043,1e-05,1e-05,0.000114,sa,denews-25-set1
42,coh,-333.763,1e-05,1e-05,0.000114,sa,denews-25-set1
42,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
43,pmi,81.2155,1e-05,1e-05,0.000114,sa,denews-25-set1
43,coh,-282.967,1e-05,1e-05,0.000114,sa,denews-25-set1
43,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
44,pmi,106.504,1e-05,1e-05,0.000114,sa,denews-25-set1
44,coh,-287.772,1e-05,1e-05,0.000114,sa,denews-25-set1
44,itd,9.95946,1e-05,1e-05,0.000114,sa,denews-25-set1
45,pmi,83.802,1e-05,1e-05,0.000114,sa,denews-25-set1
45,coh,-338.371,1e-05,1e-05,0.000114,sa,denews-25-set1
45,itd,9.97297,1e-05,1e-05,0.000114,sa,denews-25-set1
46,pmi,146.951,1e-05,1e-05,0.000114,sa,denews-25-set1
46,coh,-315.679,1e-05,1e-05,0.000114,sa,denews-25-set1
46,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
47,pmi,78.1902,1e-05,1e-05,0.000114,sa,denews-25-set1
47,coh,-298.09,1e-05,1e-05,0.000114,sa,denews-25-set1
47,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
48,pmi,327.015,1e-05,1e-05,0.000114,sa,denews-25-set1
48,coh,-326.721,1e-05,1e-05,0.000114,sa,denews-25-set1
48,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
49,pmi,103.675,1e-05,1e-05,0.000114,sa,denews-25-set1
49,coh,-288.974,1e-05,1e-05,0.000114,sa,denews-25-set1
49,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
50,pmi,213.132,1e-05,1e-05,0.000114,sa,denews-25-set1
50,coh,-313.589,1e-05,1e-05,0.000114,sa,denews-25-set1
50,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
51,pmi,51.1338,1e-05,1e-05,0.000114,sa,denews-25-set1
51,coh,-289.984,1e-05,1e-05,0.000114,sa,denews-25-set1
51,itd,9.94595,1e-05,1e-05,0.000114,sa,denews-25-set1
52,pmi,78.3763,1e-05,1e-05,0.000114,sa,denews-25-set1
52,coh,-224.898,1e-05,1e-05,0.000114,sa,denews-25-set1
52,itd,9.89189,1e-05,1e-05,0.000114,sa,denews-25-set1
53,pmi,102.785,1e-05,1e-05,0.000114,sa,denews-25-set1
53,coh,-291.931,1e-05,1e-05,0.000114,sa,denews-25-set1
53,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
54,pmi,132.925,1e-05,1e-05,0.000114,sa,denews-25-set1
54,coh,-249.815,1e-05,1e-05,0.000114,sa,denews-25-set1
54,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
55,pmi,343.508,1e-05,1e-05,0.000114,sa,denews-25-set1
55,coh,-209.434,1e-05,1e-05,0.000114,sa,denews-25-set1
55,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
56,pmi,178.225,1e-05,1e-05,0.000114,sa,denews-25-set1
56,coh,-319.518,1e-05,1e-05,0.000114,sa,denews-25-set1
56,itd,9.91892,1e-05,1e-05,0.000114,sa,denews-25-set1
57,pmi,142.586,1e-05,1e-05,0.000114,sa,denews-25-set1
57,coh,-383.369,1e-05,1e-05,0.000114,sa,denews-25-set1
57,itd,9.91892,1e-05,1e-05,0.000114,sa,denews-25-set1
58,pmi,109.953,1e-05,1e-05,0.000114,sa,denews-25-set1
58,coh,-302.371,1e-05,1e-05,0.000114,sa,denews-25-set1
58,itd,9.94595,1e-05,1e-05,0.000114,sa,denews-25-set1
59,pmi,86.9113,1e-05,1e-05,0.000114,sa,denews-25-set1
59,coh,-345.455,1e-05,1e-05,0.000114,sa,denews-25-set1
59,itd,9.93243,1e-05,1e-05,0.000114,sa,denews-25-set1
60,pmi,122.454,1e-05,1e-05,0.000114,sa,denews-25-set1
60,coh,-287.496,1e-05,1e-05,0.000114,sa,denews-25-set1
60,itd,9.97297,1e-05,1e-05,0.000114,sa,denews-25-set1
61,pmi,142.317,1e-05,1e-05,0.000114,sa,denews-25-set1
61,coh,-263.964,1e-05,1e-05,0.000114,sa,denews-25-set1
61,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
62,pmi,100.921,1e-05,1e-05,0.000114,sa,denews-25-set1
62,coh,-300.199,1e-05,1e-05,0.000114,sa,denews-25-set1
62,itd,9.93243,1e-05,1e-05,0.000114,sa,denews-25-set1
63,pmi,87.7919,1e-05,1e-05,0.000114,sa,denews-25-set1
63,coh,-288.53,1e-05,1e-05,0.000114,sa,denews-25-set1
63,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
64,pmi,171.6,1e-05,1e-05,0.000114,sa,denews-25-set1
64,coh,-336.615,1e-05,1e-05,0.000114,sa,denews-25-set1
64,itd,9.97297,1e-05,1e-05,0.000114,sa,denews-25-set1
65,pmi,92.889,1e-05,1e-05,0.000114,sa,denews-25-set1
65,coh,-294.648,1e-05,1e-05,0.000114,sa,denews-25-set1
65,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
66,pmi,60.2471,1e-05,1e-05,0.000114,sa,denews-25-set1
66,coh,-375.708,1e-05,1e-05,0.000114,sa,denews-25-set1
66,itd,9.97297,1e-05,1e-05,0.000114,sa,denews-25-set1
67,pmi,24.8586,1e-05,1e-05,0.000114,sa,denews-25-set1
67,coh,-340.994,1e-05,1e-05,0.000114,sa,denews-25-set1
67,itd,9.91892,1e-05,1e-05,0.000114,sa,denews-25-set1
68,pmi,244.122,1e-05,1e-05,0.000114,sa,denews-25-set1
68,coh,-325.076,1e-05,1e-05,0.000114,sa,denews-25-set1
68,itd,9.93243,1e-05,1e-05,0.000114,sa,denews-25-set1
69,pmi,33.7481,1e-05,1e-05,0.000114,sa,denews-25-set1
69,coh,-337.733,1e-05,1e-05,0.000114,sa,denews-25-set1
69,itd,9.94595,1e-05,1e-05,0.000114,sa,denews-25-set1
70,pmi,108.428,1e-05,1e-05,0.000114,sa,denews-25-set1
70,coh,-358.604,1e-05,1e-05,0.000114,sa,denews-25-set1
70,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
71,pmi,80.5874,1e-05,1e-05,0.000114,sa,denews-25-set1
71,coh,-309.218,1e-05,1e-05,0.000114,sa,denews-25-set1
71,itd,9.98649,1e-05,1e-05,0.000114,sa,denews-25-set1
72,pmi,43.4788,1e-05,1e-05,0.000114,sa,denews-25-set1
72,coh,-247.258,1e-05,1e-05,0.000114,sa,denews-25-set1
72,itd,9.97297,1e-05,1e-05,0.000114,sa,denews-25-set1
73,pmi,134.478,1e-05,1e-05,0.000114,sa,denews-25-set1
73,coh,-262.536,1e-05,1e-05,0.000114,sa,denews-25-set1
73,itd,10,1e-05,1e-05,0.000114,sa,denews-25-set1
74,pmi,66.2605,1e-05,1e-05,0.000114,sa,denews-25-set1
74,coh,-335.118,1e-05,1e-05,0.000114,sa,denews-25-set1
74,itd,9.87838,1e-05,1e-05,0.000114,sa,denews-25-set1
